bioproject,sample,run,read1,read2
PRJNA498500,GSM3447008,SRR8112646,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112646_GSM3447008_Patient_3_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112646_GSM3447008_Patient_3_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447009,SRR8112647,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112647_GSM3447009_Patient_4_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112647_GSM3447009_Patient_4_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447010,SRR8112648,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112648_GSM3447010_Patient_5_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112648_GSM3447010_Patient_5_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447011,SRR8112649,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112649_GSM3447011_Patient_6_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112649_GSM3447011_Patient_6_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447012,SRR8112650,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112650_GSM3447012_Patient_8_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112650_GSM3447012_Patient_8_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447013,SRR8112651,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112651_GSM3447013_Patient_12_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112651_GSM3447013_Patient_12_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447014,SRR8112652,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112652_GSM3447014_Patient_16_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112652_GSM3447014_Patient_16_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447015,SRR8112653,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112653_GSM3447015_Patient_19_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112653_GSM3447015_Patient_19_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447016,SRR8112654,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112654_GSM3447016_Patient_23_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112654_GSM3447016_Patient_23_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447017,SRR8112655,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112655_GSM3447017_Patient_25_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112655_GSM3447017_Patient_25_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
