bioproject,sample,run,read1,read2
PRJNA693857,GSM5029344,SRR13500356,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500356_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500356_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029344,SRR13500357,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500357_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500357_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029344,SRR13500358,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500358_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500358_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029344,SRR13500359,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500359_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500359_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029344,SRR13500360,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500360_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500360_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029344,SRR13500361,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500361_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500361_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029344,SRR13500362,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500362_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500362_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029344,SRR13500363,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500363_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500363_GSM5029344_CR1509_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500364,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500364_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500364_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500365,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500365_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500365_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500366,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500366_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500366_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500367,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500367_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500367_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500368,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500368_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500368_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500369,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500369_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500369_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500370,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500370_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500370_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029345,SRR13500371,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500371_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500371_GSM5029345_CR7623_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500372,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500372_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500372_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500373,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500373_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500373_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500374,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500374_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500374_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500375,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500375_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500375_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500376,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500376_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500376_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500377,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500377_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500377_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500378,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500378_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500378_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029346,SRR13500379,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500379_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500379_GSM5029346_CR9699.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029347,SRR13500380,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500380_GSM5029347_NR4631_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500380_GSM5029347_NR4631_Homo_sapiens_RNA-Seq_2.fastq.gz
