bioproject,sample,run,read1,read2
PRJNA356761,GSM2420268,SRR5088822,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088822_GSM2420268_Pt82_Pre_AD823914-8_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088822_GSM2420268_Pt82_Pre_AD823914-8_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420269,SRR5088823,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088823_GSM2420269_Pt82_On_AD125218-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088823_GSM2420269_Pt82_On_AD125218-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420270,SRR5088824,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088824_GSM2420270_Pt49_Pre_AD667851-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088824_GSM2420270_Pt49_Pre_AD667851-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420271,SRR5088825,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088825_GSM2420271_Pt49_On_AD681976-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088825_GSM2420271_Pt49_On_AD681976-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420272,SRR5088826,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088826_GSM2420272_Pt66_Pre_AD667850-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088826_GSM2420272_Pt66_Pre_AD667850-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420273,SRR5088827,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088827_GSM2420273_Pt76_Pre_AD667852-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088827_GSM2420273_Pt76_Pre_AD667852-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420274,SRR5088828,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088828_GSM2420274_Pt81_On_AD681973-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088828_GSM2420274_Pt81_On_AD681973-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420275,SRR5088829,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088829_GSM2420275_Pt85_Pre_AD486329-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088829_GSM2420275_Pt85_Pre_AD486329-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420276,SRR5088830,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088830_GSM2420276_Pt85_On_AE070989-10_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088830_GSM2420276_Pt85_On_AE070989-10_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420277,SRR5088831,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088831_GSM2420277_Pt89_Pre_AE070951-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088831_GSM2420277_Pt89_Pre_AE070951-5_Homo_sapiens_RNA-Seq_2.fastq.gz
